Time,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Target
2022-01-01,0.7460878195682442,0.29811881086222003,0.06134655035257264,0.34394175259280557,0.2620032611623998,0
2022-01-02,0.05595555286177312,0.3823988643335494,0.9150458074224861,0.23719585294280732,0.08447361171960055,1
2022-01-03,0.5641176430262675,0.7822600594565842,0.6553490905579776,0.8924992443913422,0.8916127418905323,0
2022-01-04,0.3945850455394685,0.7470855416617782,0.9611336260453616,0.8441919408610322,0.23092330250590165,0
2022-01-05,0.516099347080911,0.3240898308295158,0.33246670247411936,0.3233991627267766,0.06148466242748196,0
2022-01-06,0.9988497058685094,0.725742653945033,0.9936179490923621,0.36760539711878315,0.6499475610407324,1
2022-01-07,0.45728809891165734,0.23914680909883634,0.07245815945001444,0.12278230510489507,0.9612618167651789,0
2022-01-08,0.5007203194925821,0.7907735207291715,0.531174221610149,0.4978272471453835,0.3164980653229602,0
2022-01-09,0.15359459656335794,0.11627241026064083,0.15310114843793254,0.3462604608224198,0.6334157265830413,0
2022-01-10,0.42017384677320346,0.233450544808656,0.6288028448624164,0.3312224352339812,0.8188478796480242,1
2022-01-11,0.47606108543123105,0.8763614654229692,0.5221658256338267,0.9785029187821418,0.9455223572734327,0
2022-01-12,0.9375970211843316,0.3908222975997141,0.6031068137596107,0.14054596036388523,0.09879052979474479,0
2022-01-13,0.8098258075330064,0.8179043019401596,0.8328023102294183,0.20179683855500963,0.8732089625152442,0
2022-01-14,0.6759817446370843,0.5823203717045755,0.6986443482322446,0.4545146369914792,0.29036786833942785,0
2022-01-15,0.7198440313088673,0.495670174031819,0.01529289136631029,0.20814024942443743,0.6505436436839662,1
2022-01-16,0.15000174196039073,0.5910811515787462,0.3995705579207134,0.4838568471470608,0.8466077416385044,0
2022-01-17,0.5429133145388857,0.26931991255985277,0.3885594294998206,0.16232841700033096,0.4513867094251993,1
2022-01-18,0.5012556363747958,0.886294434430331,0.9648014157095758,0.6406641028434196,0.25428210083489056,1
2022-01-19,0.7722270202981207,0.3304760619113143,0.013686273072601618,0.24329874176714317,0.5228464750793383,1
2022-01-20,0.33036522775706423,0.8581768621160686,0.7927291939706904,0.3309884630439772,0.8195918387316861,0
2022-01-21,0.70439003101586,0.6272932571560392,0.49526931882909897,0.016148964041925562,0.2726462040154659,1
2022-01-22,0.5475209946521618,0.9088408051446253,0.4863824597998465,0.5923022983465245,0.08836591579013331,0
2022-01-23,0.34160265195149975,0.9362973626673178,0.7017765068485589,0.3683326203403642,0.5636535165160419,1
2022-01-24,0.8635958859789742,0.0700712401747694,0.08441466342826354,0.9724645371170898,0.8087589864741654,1
2022-01-25,0.3449403850972066,0.8912603010315546,0.8957957667512548,0.9901056078777303,0.7114099896913337,1
2022-01-26,0.12506595384920005,0.9706941297611273,0.32979240787968434,0.23399711756343866,0.2931640152973789,1
2022-01-27,0.5175259190557407,0.560699387516097,0.7484730571111111,0.9927276947431769,0.5106697985486115,1
2022-01-28,0.4728754024139511,0.7855245850405185,0.7631637454700404,0.3792298166593253,0.16865755526453008,1
2022-01-29,0.6518217946105792,0.6358572076088057,0.3253051118220732,0.492126549135554,0.654688881172134,1
2022-01-30,0.5700729395292589,0.9189800224655551,0.05112387364789861,0.583987697120961,0.4135899184914261,1
2022-01-31,0.6795898632361133,0.6667608547034285,0.07435143365750263,0.5642726492778852,0.8276648117639555,0
2022-02-01,0.44653794267940683,0.17479334218236642,0.6336662336123473,0.11263083524632811,0.9857263064204876,0
2022-02-02,0.35955202428110133,0.03488683417033034,0.27187160213381534,0.8821156301964381,0.37523465642398723,1
2022-02-03,0.8674149536454989,0.5470668596579629,0.9344940776430212,0.4584222046206994,0.45274688356132553,1
2022-02-04,0.6666003050533973,0.17951054958079038,0.39147197272953027,0.7911369901213849,0.6202966217321216,1
2022-02-05,0.5567098920675869,0.8543370405237249,0.570156772387055,0.84119663279332,0.6942549932865074,0
2022-02-06,0.3638165846196595,0.040703116506677905,0.7955948401231128,0.03905971139418796,0.954438663023025,1
2022-02-07,0.5828561304753191,0.32194111316991514,0.40509591158657743,0.7151692796348798,0.298950396531401,0
2022-02-08,0.0751598356499209,0.6999539627958038,0.002172847278476775,0.9153217778111217,0.05789484738606432,0
2022-02-09,0.22851711705929878,0.19809844634823093,0.5118640211827762,0.21830014739622006,0.08800621015516341,0
2022-02-10,0.8614352959524105,0.5254341522584679,0.5034246530442776,0.13075720833414095,0.3126137482762583,0
2022-02-11,0.9253471544186557,0.1917781925683275,0.788597147719407,0.6277026147189315,0.23192948273371827,0
2022-02-12,0.6693904240983373,0.4433044700453952,0.8938124368238125,0.7173013878475691,0.6570854580042473,1
2022-02-13,0.13760992231047697,0.6571352976015573,0.9533068756334617,0.2033722874204692,0.5004778777637838,1
2022-02-14,0.4500821264813638,0.4151665191045957,0.2982079850770386,0.20935659538975215,0.5279851784600443,1
2022-02-15,0.6835849214748142,0.8960179696290805,0.8180679916087304,0.4545923394149496,0.6281806026523453,1
2022-02-16,0.7834167986553779,0.5213288827205137,0.2595661413808865,0.3117084079475593,0.5991941320788193,1
2022-02-17,0.6465040282722206,0.5815653085393948,0.9835891082607987,0.37641822883983544,0.3212544569112399,0
2022-02-18,0.43251106945433937,0.2778059223188153,0.18480236301635244,0.3653744876134962,0.8138114267572213,1
2022-02-19,0.2960510894394278,0.6035470428965064,0.0942733106986875,0.8666126090322664,0.8267217590364648,1
2022-02-20,0.9935982318327657,0.1488454595089258,0.26129309120168975,0.9355673048576137,0.9166249301946239,0
2022-02-21,0.871654481871767,0.07598195459111867,0.5036681498292576,0.760772857822482,0.3925105132176062,1
2022-02-22,0.5959014330911317,0.00955562398960963,0.5875977241438513,0.6274768032745239,0.8830790779440592,0
2022-02-23,0.5293708838609498,0.5324958672579316,0.47562906996142673,0.1380912339472513,0.40253731216121047,1
2022-02-24,0.5483018459055155,0.5491547566694325,0.9529641295859573,0.6196328553001105,0.29522093858011234,0
2022-02-25,0.72193907644051,0.3183469975094152,0.4303102894014329,0.24200531917769275,0.8616657881120514,1
2022-02-26,0.6204327521192722,0.03161294351887256,0.2703621013732862,0.48721394008176877,0.04975563499939328,1
2022-02-27,0.7117761212507786,0.31715896206341543,0.12954110582946798,0.1033206491031855,0.02179970200330905,0
2022-02-28,0.6729074548986409,0.8490295508255108,0.12856837083821115,0.5966921598471171,0.5530503932446824,0
2022-03-01,0.8501552498207473,0.9452888177307637,0.06476520203977099,0.007281241564028762,0.6453568785741706,0
2022-03-02,0.983274519759207,0.17780134699511996,0.44168359000847557,0.7902444641908782,0.19021793334634718,0
2022-03-03,0.3396803757385435,0.12246849047909003,0.9728955763338353,0.627839316791266,0.9028627723609804,0
2022-03-04,0.9431754046757368,0.9796431213017358,0.835102164964416,0.0565355810043926,0.031849776024862275,0
2022-03-05,0.8090115856109271,0.6853334219572177,0.7309210908824723,0.3707161377179916,0.7308140432722294,0
2022-03-06,0.5947022184359204,0.23082297550530406,0.5040108384997013,0.0630107964061355,0.5261511797467718,0
2022-03-07,0.0343767881380862,0.06196059406468357,0.2929692071491591,0.8156911117435599,0.4203207778363143,1
2022-03-08,0.29411625636655747,0.9438654191992581,0.38716316401472195,0.6139943944618854,0.4951496212662183,1
2022-03-09,0.015497365604836388,0.3397636805983858,0.9375958315593582,0.7611517210705819,0.6899033425154228,0
2022-03-10,0.8910135823549461,0.4045002282713356,0.5138541899365114,0.6751708435059128,0.6385801805580972,1
2022-03-11,0.8675480441275668,0.5258258737253184,0.993994590361995,0.06447146966916761,0.17681075276892466,1
2022-03-12,0.4640625334032943,0.04070868815971973,0.3364602629993969,0.8757032235154613,0.36921017994493965,1
