PassengerId,Survived_pred,Survived_prob
892,0,0.15329475685363808
893,1,0.5100478708261432
894,0,0.14524698184096996
895,0,0.14533970510930763
896,1,0.5287606704053065
897,0,0.17163924002040865
898,1,0.8557040393440234
899,0,0.193230465507859
900,1,0.736448564587495
901,0,0.12816899908863502
902,0,0.14600368361876795
903,0,0.1535521004807966
904,1,0.8911446927644097
905,0,0.13877568047294284
906,1,0.9128547132566228
907,1,0.8895398672637016
908,0,0.13895100790870418
909,0,0.1724369678811468
910,0,0.4688849411093478
911,1,0.6535317907479342
912,0,0.25686099183386524
913,1,0.6260424957737162
914,1,0.9080487747254805
915,0,0.2964180300824421
916,1,0.5143396486344468
917,0,0.11868947977353288
918,1,0.9086681954379165
919,0,0.16614135697521787
920,0,0.15379508878500636
921,0,0.15499475611166447
922,0,0.1368347210864916
923,0,0.18089478906194126
924,0,0.4366273240395199
925,0,0.43951654399589807
926,0,0.18636622831826327
927,0,0.1864732568273505
928,1,0.587043831858253
929,1,0.5515172650440693
930,0,0.14454865423018723
931,0,0.16991154841916523
932,0,0.14505169353231517
933,0,0.1531504203131017
934,0,0.15347011179971118
935,1,0.8791965851921649
936,1,0.9177527045349959
937,0,0.14443923439436196
938,0,0.16498439350152544
939,0,0.15194829650331135
940,1,0.8429490013869907
941,1,0.6363163332410713
942,0,0.16935207084037668
943,0,0.14379079729380706
944,1,0.803291780957437
945,1,0.8567625746060843
946,0,0.14250635914089166
947,0,0.13147856111856418
948,0,0.15255270582203304
949,0,0.1444246592462235
950,0,0.11354121529263571
951,1,0.7575779812389234
952,0,0.15672779649512208
953,0,0.14550723297806317
954,0,0.15327432231570823
955,1,0.8500830492258769
956,1,0.5372349213013328
957,1,0.8806454166343455
958,1,0.8412458517261016
959,0,0.15276744242235996
960,0,0.1511704898788089
961,0,0.2567417284032341
962,1,0.8534073573703587
963,0,0.14663247434738963
964,1,0.5917520724098908
965,0,0.15343560444454418
966,1,0.8046573446673304
967,0,0.2557050958156856
968,0,0.14601783249511477
969,1,0.8395283184522622
970,0,0.1431722717123802
971,1,0.8534073573703587
972,1,0.7643047672697394
973,0,0.4584850794401529
974,0,0.1524050409240889
975,0,0.14600368361876795
976,0,0.13848239349170816
977,0,0.1361315795357666
978,1,0.85633507936553
979,1,0.5384812561721877
980,1,0.8564809642898786
981,1,0.8740385876710459
982,0,0.4580300237662142
983,0,0.1459929015573874
984,1,0.9298753966718445
985,0,0.14601783249511477
986,0,0.16077928222122181
987,0,0.1444322184401223
988,1,0.7057772315443601
989,0,0.14687863897733378
990,1,0.5456665360236078
991,0,0.15088337656638415
992,1,0.8992143654816374
993,0,0.1358758256667214
994,0,0.15194829650331135
995,0,0.1447282396260652
996,1,0.8228233567140507
997,0,0.1492184544313932
998,0,0.1594947263196885
999,0,0.15194829650331135
1000,0,0.1460835336235834
1001,0,0.15102589953526657
1002,0,0.14843300509541904
1003,1,0.856506613884211
1004,1,0.8716028027124619
1005,1,0.8420325996710708
1006,1,0.7476804631087454
1007,0,0.19634572326595995
1008,0,0.15321037238071702
1009,1,0.8084419223481213
1010,0,0.15837792735459716
1011,1,0.8684712814753658
1012,1,0.8057389998933429
1013,0,0.1544951002796373
1014,1,0.9040181902229877
1015,0,0.1459491307937591
1016,0,0.15194829650331135
1017,1,0.7579408325943263
1018,0,0.14547266288228114
1019,1,0.8081784233167053
1020,0,0.1544162422939558
1021,0,0.14443507658671736
1022,0,0.14990016131644776
1023,0,0.18243992902943607
1024,0,0.1903979280968633
1025,0,0.13674311620583463
1026,0,0.1520697919825244
1027,0,0.14442627751840872
1028,0,0.1554424261429233
1029,0,0.14033802919287636
1030,1,0.5603693194668572
1031,0,0.20639752290557342
1032,0,0.14717647891716526
1033,1,0.8747717670230986
1034,0,0.27735806482987946
1035,0,0.14026555493728085
1036,0,0.1542225186557543
1037,0,0.17289567369312958
1038,0,0.14905712377232438
1039,0,0.1454787916811594
1040,0,0.1531504203131017
1041,0,0.15214562823101252
1042,1,0.9004569312181429
1043,0,0.1532277178262714
1044,0,0.1299445505452246
1045,1,0.6323690149163339
1046,0,0.11397781592255381
1047,0,0.14441395884768254
1048,1,0.8543022991492764
1049,1,0.5600084635473905
1050,0,0.1542225186557543
1051,1,0.6807420825064441
1052,1,0.8564662834749452
1053,1,0.7353910734534559
1054,1,0.8655698046795784
1055,0,0.14593005543615076
1056,0,0.15423312254671898
1057,1,0.5155801902068274
1058,0,0.18262731070312396
1059,0,0.15999598002239154
1060,1,0.866899627503184
1061,1,0.5569035947788147
1062,0,0.14597352739862007
1063,0,0.15460973753328902
1064,0,0.12094722163967217
1065,0,0.15321494415912693
1066,0,0.1413822924702618
1067,1,0.9308693696080445
1068,1,0.8556921059772502
1069,0,0.2486175200803539
1070,1,0.7391331410790413
1071,1,0.7775711677287
1072,0,0.1431722717123802
1073,0,0.18518057331997984
1074,1,0.8928348222682139
1075,0,0.15194829650331135
1076,1,0.8514742702363419
1077,0,0.15372719651912226
1078,1,0.9276890221493357
1079,0,0.15500647636941045
1080,0,0.15324371285337607
1081,0,0.15384711792227487
1082,0,0.13295515812059236
1083,0,0.15323994838510602
1084,0,0.46955406983601533
1085,0,0.14376738113461085
1086,1,0.8655214378019771
1087,0,0.15085370276702248
1088,1,0.7315702430650046
1089,1,0.5380461558780333
1090,0,0.14176102984528624
1091,1,0.5871742393750091
1092,1,0.8624122302501747
1093,1,0.9024544959147868
1094,0,0.38712391943113056
1095,1,0.9335964189659399
1096,0,0.1406835557326898
1097,0,0.15432272639670483
1098,1,0.8460442433304188
1099,0,0.14101854131610042
1100,1,0.8688547754975482
1101,0,0.1444376226717379
1102,0,0.1538719718003534
1103,0,0.14593377913797773
1104,0,0.15726882140440074
1105,1,0.7796055153075816
1106,0,0.29676859317765847
1107,0,0.153085036812208
1108,1,0.8565942636064778
1109,0,0.27272225449080406
1110,1,0.8050802251249064
1111,0,0.14601783249511477
1112,1,0.8784775451032995
1113,0,0.14663490965805898
1114,1,0.8440530760371454
1115,0,0.1466311181051989
1116,1,0.8229035126094649
1117,1,0.7555756726236564
1118,0,0.14475387873530407
1119,1,0.8564809642898786
1120,0,0.15572093938008535
1121,0,0.1505232156344865
1122,0,0.1726445474403738
1123,1,0.8840417965244288
1124,0,0.12859644350087418
1125,0,0.15194350376435062
1126,0,0.19682159106349043
1127,0,0.14828165072244606
1128,0,0.32298162077488096
1129,0,0.1774810260857763
1130,1,0.9057341170114153
1131,1,0.8912321947510228
1132,1,0.8129152499943132
1133,1,0.8734351084343855
1134,0,0.23130056712231037
1135,0,0.1460029343030666
1136,0,0.131509215008295
1137,0,0.1533542253290123
1138,1,0.8552713275079271
1139,0,0.10879853762346516
1140,1,0.8684712814753658
1141,1,0.6864093651325957
1142,1,0.9332385868181402
1143,0,0.14828206456621307
1144,0,0.18250223615905664
1145,0,0.14450898253895886
1146,0,0.1506331366175803
1147,0,0.14597352739862007
1148,0,0.15194829650331135
1149,0,0.14601783249511477
1150,1,0.8325721794747015
1151,0,0.14663085806897827
1152,0,0.11546075968698916
1153,0,0.14663188882237937
1154,1,0.9001104724836269
1155,1,0.8084410084784548
1156,0,0.1413700204493533
1157,0,0.14600368361876795
1158,0,0.1579086188222501
1159,0,0.14597352739862007
1160,1,0.587043831858253
1161,0,0.1567215236384016
1162,0,0.19248050986806814
1163,0,0.15194829650331135
1164,1,0.854141170910223
1165,1,0.8564977282302045
1166,0,0.15321488949724968
1167,1,0.8376785813592543
1168,0,0.1416520371424326
1169,0,0.13582661743324112
1170,0,0.13456803832319858
1171,0,0.1429596062807018
1172,1,0.5614968663070179
1173,1,0.8243628979452895
1174,1,0.8564809642898786
1175,1,0.888276041019392
1176,1,0.7962347559742242
1177,0,0.15308366862479508
1178,0,0.1459491307937591
1179,0,0.15869198609626595
1180,0,0.15321494415912693
1181,0,0.14601783249511477
1182,0,0.15102740984730154
1183,1,0.8550749752155496
1184,0,0.15321494415912693
1185,0,0.152279917306148
1186,0,0.15351123533712968
1187,0,0.1447361294412969
1188,1,0.9481497064782478
1189,0,0.15499475611166447
1190,0,0.14948523005106443
1191,0,0.146871380970653
1192,0,0.14986184676089773
1193,0,0.14255984843698852
1194,0,0.1321022461040149
1195,0,0.1444669922495637
1196,1,0.8564809642898786
1197,1,0.812411619130168
1198,0,0.3555709137684345
1199,1,0.8212716380816948
1200,0,0.16186315469327606
1201,1,0.5299267463052437
1202,0,0.15327128111337696
1203,0,0.16808054638100794
1204,0,0.14597563453612858
